,actor,popularity,rating,ROI,movies count
308,ambrose peter,11.350382000000002,6.196130760616501,156.05015,1
309,ameen blake,131.815575,6.870373034020018,924.4701794117648,1
310,amell mia,14.136476000000002,6.33066761043932,119.836275,1
311,america ferrera,23.48172725,6.47300583160316,78.11196194468816,4
312,america olivo,19.331884,6.159344986414743,-99.48198333333333,1
313,ami ayalon,2.828303,6.217782600039062,193.94718353380873,1
314,amidou ramon,9.088209,6.309116072685138,-45.45454545454545,1
315,amie petersen,0.796009,6.207564341350938,-69.16278086020364,1
316,amr waked,115.241998,6.285950527055793,216.3670625,1
317,amurri martino,9.728143,6.199002857155129,180.14891150872455,1
318,amy acker,8.496364,6.15956061406975,169.6315469624637,1
319,amy adams,39.01818076470588,6.372768266746365,190.72810832325627,17
320,amy brenneman,16.782349,6.095144514791715,27.725933124999997,2
321,amy carson,0.548435,6.211236033563009,193.94716879574273,1
322,amy ferguson,2.015525,6.183424446804564,193.94718038985724,1
323,amy hargreaves,25.349758,6.418958499631308,-98.60866718906948,1
324,amy irving,5.493076333333332,6.211137393680559,16.65169923587027,3
325,amy lalonde,15.351412,6.083601009227853,168.2429,1
326,amy madigan,3.643608,6.22009763584651,-96.74905714285714,1
327,amy poehler,37.1857882,6.436287461860156,198.36420063789924,5
328,amy ryan,34.1062706,6.362822048541705,201.83309543223467,5
329,amy schumer,72.774941,6.0446280822243565,302.27369428571427,1
330,amy smart,25.250391750000002,6.302716564200578,190.74580674788058,8
331,amy steel,16.517777,6.159461722668526,1637.8220800000001,1
332,amy stewart,13.288177,6.161267410074929,10.581964000000001,1
333,ana claudia,7.3169135,6.101683961765235,45.83405256604583,2
334,ana coto,56.30466,5.575191958407546,1971.8054200000001,1
335,ana de,14.642055,6.05256582785134,150.618728125,1
336,ana gasteyer,36.423717,6.6841736651164805,659.0757117647059,1
337,ana wagener,1.233688,6.24095283591314,193.9471776966033,1
338,analeigh tipton,23.7462895,6.2581087876114285,214.08882946099862,2
339,anamaria marinca,9.270133,6.348644487099948,39.09314846746666,1
340,anand upadhyaya,23.307949,6.474159983280174,5968.0,1
341,anas wellman,3.792015,6.207051749257165,-84.35795999999999,1
342,anatoli davydov,23.073933,6.151471991261335,-39.393856,1
343,anatoliy solonitsyn,24.132271,6.586044954827675,193.94732608628945,1
344,anderson bill,12.601306,6.121263147795291,59.917198000000006,1
345,anderson dana,11.872841,6.4579898982483135,193.94734962193922,1
346,anderson gabrielle,2.27213,6.213556936684665,174.30575548918725,1
347,anderson james,11.357474,6.414132201154031,-59.067196860502825,1
348,anderson jr.,3.011205,6.218299955492702,-22.633335,1
349,anderson max,12.343507,6.187813913828946,-22.548685714285714,1
350,anderson tom,12.837116,6.132554627871336,125.95823200000001,1
351,andie macdowell,16.258840125,6.29011113338875,609.8202158017039,8
352,andre braugher,20.2653875,6.360686492901392,190.47161316715543,2
353,andrea brooks,1.959405,6.166105645002368,119.77106546357352,1
354,andrea eckert,23.672571,6.919843330732971,121.4162,1
355,andrea riseborough,67.698004,6.365412863494451,138.47381000000001,1
356,andrea vergara,3.629777,6.207084335898833,57.44585819765222,1
357,andree maranda,6.672008,6.216307180948012,193.94721666060786,1
358,andree moss,7.034617999999999,6.14577891752508,-10.996057142857143,1
359,andrew airlie,17.028252,5.901611131893697,411.25847999999996,1
360,andrew caldwell,7.034617999999999,6.14577891752508,-10.996057142857143,1
361,andrew dice,2.808428,6.206837869261854,-58.31961428571428,1
362,andrew garfield,57.3290266,6.49754596081092,224.4018828503998,5
363,andrew jacobs,19.984477,5.905580554664802,1627.24744,1
364,andrew keegan,4.146751999999998,6.180146890171145,-24.76345593951048,1
365,andrew mccarthy,2.631688,6.164350993185336,153.85544870668596,1
366,andrew neil,0.108135,6.208054473304032,193.9471665014296,1
367,andrew parks,1.680525,6.21543078837272,193.9471794884244,1
368,andrew robinson,22.583834,6.414786692089752,1356.4026999999999,1
369,andrew sensenig,10.605752,5.914497407376327,203.58603999999997,1
370,andrew shim,8.395624,6.513705061176601,243.55226890756302,1
371,andrew wilson,11.700578,6.332430692293417,-91.99901428571428,1
372,andrews jean,9.306253,5.949883435503925,193.94721356476126,1
373,andré benjamin,13.703253,6.288723239096829,149.61211352675963,2
374,andré dussollier,4.764978999999999,6.239731689310605,68.18570917493909,2
375,andré holland,29.023184000000004,6.72922616574319,233.93954,1
376,andré ramiro,23.604936,6.723851513154786,162.6217767623445,1
377,andré the,44.533612,7.023369578644534,92.86133749999999,1
378,andy anderson,2.074295,6.204188791221893,176.1036014163583,1
379,andy buckley,23.473004,5.952584909675709,356.9272466666667,1
380,andy cohn,1.085909,6.222148417001434,483.4036666666667,1
381,andy davoli,8.113634,6.18131233778774,-20.0,1
382,andy dick,7.1904889999999995,6.118825728818799,86.0733671223875,3
383,andy garcía,17.4758738,6.322937290590576,117.76101019476542,10
384,andy griffith,9.67299,6.261208864667123,1008.9715,1
385,andy kaufman,0.5180560000000001,6.1936223971993725,-78.45304,1
386,andy lau,8.863167749999999,6.274940888375012,187.72091140774418,4
387,andy merrill,1.4531459999999998,6.216742167228146,193.94718171486346,1
388,andy nyman,20.410354,6.429841791494853,-99.99948888888889,1
389,andy richter,12.426957,6.022082829665203,190.80432238378512,2
390,andy samberg,21.824666200000003,6.276559323990679,114.3941926398719,5
391,andy serkis,59.726174125,6.441191289111995,193.86566287804493,8
392,aneurin barnard,8.842722,6.135320793804574,-99.97440399999999,1
393,anfone mai,0.843067,6.2010087608357365,193.94716886842818,1
394,angel david,4.86805,6.189260010654132,105.7193,1
395,angela bassett,19.286292181818183,6.161225670584606,81.37668139835223,11
396,angela bettis,5.986364,6.171761671040763,62.113701690032684,2
397,angela kinsey,13.668632999999998,6.0075606767660865,12.400505714285714,1
398,angela lansbury,39.2008475,6.445597023939202,202.2197616123499,2
399,angelica lee,1.583918,6.203077522566011,193.94717100431208,1
400,angeliki papoulia,28.858238,6.373708575573472,-99.40579899541073,1
401,angelina jolie,40.27449836363637,6.278275070451426,147.97836739929608,22
402,angell conwell,2.453459,6.185376627734701,46.1333,1
403,angelo josue,60.829621,6.202929022331883,600.592694117647,1
404,angelo stephane,1.892183,6.193798574072319,-93.7753,1
405,angie dickinson,8.186596,6.282881217422695,209.37692307692308,2
406,angie harmon,11.859396,5.950273801681062,109.98505,1
407,anglade zach,10.115011,6.118909862243735,106.809932,1
408,angourie rice,10.088006,6.094053466984393,58.1831475,1
409,angus macfadyen,26.201291666666663,6.3226933803943455,553.1711817020118,3
410,angus t.,11.263361,6.2350562512435665,277.98521,1
411,angélica aragón,1.3554383333333335,6.211023445618953,165.79098050375367,3
412,ania sowinski,29.365851,6.590803770568403,100.66434782608695,1
413,anika noni,32.207049,6.349173206151013,101.43535523301352,2
414,anil kapoor,59.25896899999999,7.222817965293406,2419.4036266666667,1
415,anita briem,53.090422,5.981290907775556,126.00457777777778,1
416,anita laurenzi,6.18869,6.301449304997858,-47.247733333333336,1
417,anita mui,16.1827255,6.32749768378592,262.92061723218694,2
418,anita page,0.968865,6.185842143538388,1049.8680738786281,1
419,anjelica huston,18.778768714285714,6.404785754650999,115.24177046191903,7
420,ann altieri,8.701183,6.37170843843935,193.94723450770383,1
421,ann dowd,8.942203,6.223418765887127,-98.28170265144938,1
422,ann lynn,0.118324,6.206690579017554,193.94716876105412,1
423,ann miller,31.60985,7.021315888976073,34.11559333333333,1
424,ann reinking,5.159407,6.289132380125584,50.98691696737004,1
425,anna ardova,5.33861,6.159858934769861,77.14285714285715,1
426,anna bolshova,5.753564,6.208174765511829,-74.0,1
427,anna camp,32.746486,6.95200644569079,578.5319176470588,1
428,anna chlumsky,11.7834285,6.300600818460915,171.51736531835348,2
429,anna faris,25.33196642857143,6.102436209485577,363.89071055724514,14
430,anna friel,9.92712775,6.161260374065066,87.15485544377674,4
431,anna gurji,0.504251,6.203297099374441,193.94716649740064,1
