,actor,popularity,rating,ROI,movies count
2508,eva larue,1.631993,6.198927458830377,193.94716964936492,1
2509,eva longoria,10.287604400000001,6.154781258646251,58.43554042064202,5
2510,eva marie,2.4957495,6.1967087647921915,163.3678906840139,2
2511,eva mendes,21.07588125,6.174353485498869,115.2301108703071,12
2512,evan adams,1.1827960000000002,6.213392033515497,-154.76859238464408,2
2513,evan bonifant,2.645722,6.132664163426719,193.94718755630595,1
2514,evan c.,10.861167,6.218696461866074,-36.04114303414306,1
2515,evan hannemann,0.251828,6.204430438217035,193.94716739498853,1
2516,evan helmuth,13.152822,5.886330222136081,10075.849,1
2517,evan mcguire,10.621353,6.367965273308316,193.94724709406083,1
2518,evan peters,20.304235,5.847694695461439,1842.7493333333334,1
2519,evan rachel,15.611357666666667,6.32063497117823,119.3679830145182,9
2520,evangeline lilly,78.644328,6.684851484290002,235.76651115384615,2
2521,evans anna,38.885195,6.871808958262765,-20.559068333333332,1
2522,evans idris,24.903418,6.204897924244434,-5.680000000000001,1
2523,evans mark,144.448633,7.287672908013502,479.19045863636364,1
2524,evans scarlett,134.27922900000002,7.153225694184794,409.68760360000005,1
2525,everett benjamin,3.707511,6.156038231179367,-2.548912,1
2526,everett mcgill,9.809355499999999,6.1986695712092725,217.18906083333331,2
2527,everett sloane,8.055083999999999,6.295195530766092,136.70789146720713,1
2528,everlyn sampi,2.128211,6.2512039254343374,193.9472036534076,1
2529,everson philip,10.484642,6.053095060428883,100.68478,1
2530,evgeniya khirivskaya,1.876621,6.2307225083341455,-78.99495379343216,1
2531,evgeny mironov,5.753564,6.208174765511829,-74.0,1
2532,evy kasseth,11.205726,6.182781228098852,148.08275,1
2533,ewan mcgregor,30.97781025925926,6.353567526486666,140.59235252062695,27
2534,ewell jason,20.601483,6.3511566091992835,4708.5088,1
2535,ewen bremner,37.167627249999995,6.393361833586077,103.93184349206349,4
2536,eythor gudjonsson,38.83192,5.974994967187682,1578.7277916666667,1
2537,ezra miller,23.341300500000003,6.7584867073118255,32.90763846153846,2
2538,f. murray,39.33292075,6.805924074604098,204.60749649452805,4
2539,f. wilson,45.769562,6.862700063656339,511.3189575,1
2540,f.a. turner,3.232447,6.27177049679508,2075.330066570443,1
2541,fabrizio bentivoglio,4.240495,6.190918877004148,193.94718581895737,1
2542,fadi abi,1.138383,6.22969568312958,-95.15956111111112,1
2543,fairuza balk,13.385120333333333,6.158259024465406,146.45222409077257,6
2544,faith ford,23.6566835,6.087962454251999,64.2115,2
2545,faizon love,2.711955,6.189658155053925,193.94717372018596,1
2546,fallon jasper,21.276864,6.674849595508128,-13.7294,1
2547,fallon mike,13.987772,6.120509357217179,262.63521249999997,1
2548,famke janssen,35.69454472727273,6.225707554411496,288.235863806207,11
2549,fana mokoena,28.60542,6.763518855910221,117.14285714285715,1
2550,fann wong,16.251204,6.124951349852203,76.646974,1
2551,fanning famke,18.228538,6.175614262713113,390.57928,1
2552,fanny ardant,8.204829,6.316264246743609,180.149137127649,1
2553,faramarzi elham,1.193779,6.213556936684665,193.94717366913875,1
2554,farmiga vincent,42.472324,6.777488954780113,67.438776,1
2555,farrah fawcett,4.227807,6.203552620811156,169.63142027909507,1
2556,farrell michelle,34.052253,6.034980907386009,45.8041825,1
2557,farrokh hashemian,7.072118,6.360813469399774,400.0,1
2558,faune a.,6.064638,5.494814862966961,334.32782,1
2559,fay masterson,1.680525,6.21543078837272,193.9471794884244,1
2560,faye dunaway,8.828479833333335,6.270062593369693,181.00753374739165,6
2561,fedja van,0.0116969999999999,6.242014187388407,166.51510879285038,1
2562,fegley wes,31.974359000000003,6.2044333438071355,121.06975076923077,1
2563,feldman deon,12.677016,6.140583334526499,193.94723728302935,1
2564,felicia pearson,4.480579,6.181528928920544,193.9471719454358,1
2565,felicity huffman,9.423716333333333,6.248987896813683,531.7782717040735,3
2566,felicity jones,23.030619750000003,6.517056793980213,471.0603706884058,4
2567,felipe camacho,0.029757,6.206906132549941,193.94716694645248,1
2568,felix wong,15.046612,6.3932393587016545,193.94727446437386,1
2569,feore ann,4.722403,6.202103297532534,193.94717819355967,1
2570,feore cress,2.857848,6.1640198426167485,193.9471755863606,1
2571,fergus riordan,48.622278,5.424331922856997,161.78483333333332,1
2572,ferguson riley,26.811541,6.488209043808887,297.428552,1
2573,fernanda andrade,13.152822,5.886330222136081,10075.849,1
2574,fernanda montenegro,5.928937,6.3565180709545395,92.98993103448275,1
2575,fernandez jorge,19.984477,5.905580554664802,1627.24744,1
2576,fernando cayo,29.071955,6.543057190399606,68.47667342316312,1
2577,fernando rey,15.978136,6.549229111034333,2186.597611111111,1
2578,ferran terraza,27.0165395,6.448040739304963,1079.8411904761904,2
2579,ferrer susie,6.925644999999999,6.116538674084985,-40.07282718779713,1
2580,feryna wazheir,2.551559,6.263563912775553,611.1111111111111,1
2581,fiennes nicholas,30.380747,6.432407118394884,541.50944,1
2582,finbar lynch,0.42583,6.221907016424235,193.9471714425072,1
2583,findlay andrew,24.821138,5.967530404289647,-14.431754999999999,1
2584,findlay russell,22.736038,6.141616949539712,-48.66628166666666,1
2585,finn carter,32.579697,6.384569096887429,341.56363636363636,1
2586,finn wittrock,3.102987,6.226947745343037,190.6661922709607,1
2587,fiona dourif,1.859965,6.122404076412581,193.9471848578214,1
2588,fionnula flanagan,5.6564245,6.218767950603997,193.21561046045053,2
2589,fiorentino vincent,104.121555,6.76683728514144,554.8783766666667,1
2590,firth david,3.2769120000000003,6.182914968899478,-83.90862,1
2591,firth kimberley,8.387573,6.2159458129901015,193.94721444204401,1
2592,fischer tim,10.73522,6.273268820477446,-47.665282857142856,1
2593,fishburne giancarlo,3.159574,6.207123839630611,193.94717775931815,1
2594,fisher james,15.676123,6.285480740993545,28.4425652173913,1
2595,flaco navaja,0.4932229999999999,6.2055542153811905,193.94716873477861,1
2596,flame kirby,49.070321,6.382427410651315,733.3333333333333,1
2597,flanagan gary,16.238961,5.61059321817251,-43.562864000000005,1
2598,flanery david,34.917447,6.647623344696628,-99.49215,1
2599,flanery norman,13.517017,6.146121473258992,32.8665125,1
2600,flavio parenti,5.355763,6.252328808052126,193.94719879253074,1
2601,flip schultz,1.737032,6.121396337145211,193.94717857476266,1
2602,florence foresti,5.119593,6.1383427622171975,139.14215000000002,1
2603,florence hall,6.679954,6.156439804149561,193.9472184530874,1
2604,flower peter,29.852608,6.514165782151586,225.2232,1
2605,flynn boyle,46.9182305,6.0875802690482566,191.05006186972827,2
2606,foley elizabeth,16.90444,6.060395975265587,53.55841379310344,1
2607,fonda michael,40.631671,6.852521548924547,230.60968333333332,1
2608,ford james,6.908351,6.171649767703306,193.67115305978692,1
2609,ford maggie,38.629763,6.343116514263674,140.163682,1
2610,forest whitaker,28.71593975,6.336037465692168,445.89043886146555,20
2611,forlani jason,9.119797,6.1351823516414035,28.921075000000002,1
2612,forlani richard,8.359599000000001,6.155498962130123,-39.347966666666665,1
2613,forrest tucker,3.851,6.207077794499112,680.0,1
2614,forster bridget,40.631671,6.852521548924547,230.60968333333332,1
2615,forster tim,49.808505,5.970735611303801,177.6461778142726,1
2616,forsythe ken,16.754452,6.299464468981441,193.94731026777657,1
2617,foster peter,58.845025,7.4749414927315305,2074.0441538461537,1
2618,fouad habash,0.51799,6.22215900783894,193.9471781710744,1
2619,fox anna,31.349143,6.015526405815445,175.9685123076923,1
2620,fox barbara,23.380757,6.108116175390878,344.44444444444446,1
2621,fox christopher,43.575315999999994,6.983357864899863,765.9421825328948,4
2622,fox corey,51.548589,6.472500110572796,55.04477083333333,1
2623,fox daryl,79.75496600000002,7.438733997573353,503.16333333333336,1
2624,fox geena,29.232790500000007,5.961297612831404,83.64818057017544,2
2625,fox j.,2.645722,6.132664163426719,193.94718755630595,1
2626,fox joanna,22.71592,6.116990754164451,-11.649138709677418,1
2627,fox kevin,2.244947,6.1697806088248015,188.68854625488584,1
2628,fox kiefer,2.753501,6.168149583898458,193.9471786318116,1
2629,fox martin,11.056763,6.253144780275131,73.9991870967742,1
2630,fox morris,2.27213,6.213556936684665,174.30575548918725,1
2631,fox nia,4.105363,6.214279935867668,193.94717462306156,1
2632,fox roddy,5.643023,6.206868504876827,165.06584151458276,1
2633,foxx catherine,17.299332999999994,6.278867018257429,-47.13307,1
2634,foxx juliette,43.865294,6.202802651350105,225.81665230769232,1
2635,foïs nicolas,14.038703,6.568663109694786,-7.56200399595152,1
2636,fran kranz,73.987775,6.407233701008916,121.62026666666668,1
2637,france cristina,13.034602,6.367526786810439,-26.456622641509437,1
2638,france maïwenn,4.9529830000000015,6.287861658926978,193.94728732646888,1
2639,france robert,22.64377600000001,6.009329414310417,-34.382822727272725,1
2640,frances conroy,12.445176,6.051582328053573,-56.91037272727273,1
2641,frances de,3.593349,6.1706047740386705,-82.02337888888889,1
2642,frances fisher,56.064312,6.837994689503338,269.896555280303,2
2643,frances mcdormand,23.25125325,6.329502011957068,155.10275939809716,8
2644,frances o'connor,33.12178666666667,6.250112436535282,237.69143125000002,3
2645,frances sternhagen,7.558959,6.189385875733218,209.75047500000002,1
2646,francesca annis,17.8907315,6.236040635852428,-30.751294907407406,2
2647,francesca neri,18.827753,6.002820075451956,-7.78537294117647,1
2648,francesca smith,5.856363,6.173439974318828,193.94719382225526,1
2649,francis lederer,1.824184,6.264534476203231,193.94718626020088,1
2650,francis ng,8.48639,6.240570484892827,166.51518723049585,1
2651,francisco rabal,9.088209,6.309116072685138,-45.45454545454545,1
2652,franck dubosc,12.7319785,5.985892371063411,87.89984279941265,2
2653,franck keïta,13.437038,6.291556577975929,22.631419461369195,1
2654,franck khalfoun,4.9529830000000015,6.287861658926978,193.94728732646888,1
2655,franco aaron,8.074807,6.16620538311181,-33.9859,1
2656,franco frances,3.4769660000000004,6.166431918951434,-43.9152125,1
2657,frank bongiorno,1.096355,6.223166745970568,193.94717457473857,1
2658,frank c.,9.292987,5.767755724809925,-47.78596,1
2659,frank finlay,21.389382,6.587731303889843,118.3776942947864,3
2660,frank grillo,49.455103,6.24386362445601,604.147606,4
2661,frank hvam,1.7766240000000002,6.194967218342017,193.94717053888456,1
2662,frank langella,17.098361714285716,6.212432218350579,42.722657488262044,7
2663,frank morgan,67.417542,6.934793926984598,1115.519157364062,1
2664,frank oz,8.614554499999999,6.244437247148208,54.66039763081882,2
2665,frank pietrangolare,12.321302,6.241300716702473,-79.71817692307692,1
2666,frank rautenbach,0.147886,6.205538481059998,193.94717008702213,1
2667,frank sivero,0.796009,6.207564341350938,-69.16278086020364,1
2668,frank vincent,1.034844,6.206791707528471,153.8551666848584,1
2669,frank whaley,5.446262999999999,6.259282314211971,92.25896878074339,2
2670,frank wood,1.161034,6.20893791448776,193.94717009220778,1
2671,franka potente,43.02057650000001,6.6941613188736415,277.58585290646636,4
2672,frankie faison,28.703007,6.243704598867865,205.6391216216216,1
2673,frankie muniz,8.331547,6.092430308592632,160.89138364669364,6
2674,franky g,42.187986,6.257698935872463,3723.127325,1
2675,franziska kruse,1.771584,6.239199673635335,162.6197450367214,1
2676,françois berléand,27.707988,6.544184808474778,151.56639601259099,2
2677,françois bégaudeau,13.437038,6.291556577975929,22.631419461369195,1
2678,françois civil,26.510558000000003,6.162040336697433,702.0,1
2679,françois cluzet,7.762267799999999,6.268315051784285,123.38921631318472,5
2680,françois damiens,25.302978,6.541665887358226,184.93054373245502,1
2681,françois truffaut,52.45650500000001,6.714741737170641,1418.943175,1
2682,françoise yip,17.318839,6.261756008870185,331.89396,1
2683,fred astaire,3.898498000000002,6.270753157297149,425.7799671592775,1
2684,fred dalton,25.2850605,6.381508612260648,1281.2807038095239,2
2685,fred gwynne,20.747994,6.261129204833588,399.7344956521739,1
2686,fred macmurray,22.889294,6.803630301006221,733.3333333333333,1
2687,fred melamed,23.612409,6.3310275612801945,349.0047714285714,1
2688,fred newman,1.88484,6.190732510674009,193.9471758954581,1
2689,fred ward,23.578549666666664,6.2686144853101595,113.870644664422,3
2690,fred willard,28.562238666666662,6.530551535324186,129.7962964231766,3
2691,fred williamson,28.848842,5.976425768265962,183.78125,1
2692,freddie highmore,28.932773400000002,6.3681808909002315,79.01514864507197,5
2693,freddie jones,10.040108499999999,6.144222140704964,153.28762333333333,2
2694,freddie prinze,12.1236537,6.062846081158512,259.33209107249877,10
2695,freddy rodríguez,12.999023,6.221944868839244,198.3519,1
2696,frederic forrest,25.928234333333336,6.720647642217055,191.88426984126986,3
2697,frederick lau,25.281197,6.782213247722124,153.33333333333334,1
2698,frederick stafford,5.975604,6.199969167207221,50.0,1
2699,frederick weller,1.369649,6.198283677682448,193.947174556955,1
2700,frederique van,4.86805,6.189260010654132,105.7193,1
2701,fredric march,8.38717,6.374237427864659,1026.1904761904764,1
2702,freeman michael,28.04350800000001,6.2905707146795775,380.00875,1
2703,freeman richard,0.138564,6.160718545955435,189.42883160427348,1
2704,freida pinto,66.554935,6.760276534499986,1010.8517669312472,3
2705,french florence,0.065103,6.203940635234189,-363.25160007251196,1
2706,french stewart,5.894163,6.105149474488621,49.204934615384616,1
2707,freya tingley,14.199932999999998,6.3231151352050095,68.3675325,1
2708,frida hallgren,4.321249,6.233942537951042,193.9471849338233,1
2709,friel pauline,0.068246,6.207102998518113,193.9471665183918,1
2710,friend corbin,6.7230570000000025,6.2326939393277465,156.43317502339167,1
2711,fritsch bastian,8.010046,6.151460746879419,193.94720638545687,1
2712,fritz kortner,1.824184,6.264534476203231,193.94718626020088,1
2713,fritz weaver,13.661289000000002,6.294565244077225,162.8594375,1
2714,fuchs martin,11.872841,6.4579898982483135,193.94734962193922,1
2715,fugit salma,16.424807,6.031234085438153,-29.575822499999997,1
2716,funk bob,19.819893,6.083445982898057,578.4,1
2717,fyfe jim,22.64377600000001,6.009329414310417,-34.382822727272725,1
2718,fyodor bondarchuk,2.7057130000000003,6.198214224247089,76.41243343809569,2
2719,félix moati,2.651304,6.195566263650079,193.94719426752,1
2720,g. w.,15.525124,6.0953233888323615,1014.6821091551396,3
2721,gabourey sidibe,18.664624,6.40420262538687,375.36958999999996,1
2722,gabriel bateman,48.170508,6.255330542194832,800.1435102040816,1
2723,gabriel byrne,16.964956846153846,6.28623732916523,162.8351446384557,13
2724,gabriel damon,28.670193,6.507494231622803,586.6735447154472,1
2725,gabriel hogan,0.2312969999999999,6.204995494727266,193.9471678520252,1
2726,gabriel iglesias,18.428909,6.007210065503251,193.9473209883586,1
2727,gabriel macht,15.528820000000001,6.07328910430563,14.335554995155796,6
2728,gabriel mann,22.442241,6.550108007478783,-22.088804,1
2729,gabriel weinstein,14.637357000000002,6.3745087085468555,193.94727446382265,1
2730,gabriele ferzetti,12.994895999999999,6.254717611308485,677.5466074735465,2
2731,gabriella wilde,27.256849,6.375040987087021,70.3896,1
2732,gabriella wright,25.002715,5.857343226502509,190.51868000000002,1
2733,gabrielle brennan,9.728143,6.199002857155129,180.14891150872455,1
2734,gabrielle fitzpatrick,7.077505,6.217372878983479,47.94990592479189,1
2735,gabrielle lopes,24.281951,6.655110167628358,178.46888979373955,1
2736,gabrielle union,17.954630166666668,6.150163290672478,118.10872979118092,6
2737,gaby hoffmann,10.12895,6.281782741667371,-83.61438774812235,1
2738,gad elmaleh,17.375562,6.274515958505164,192.06869612428815,1
2739,gadon malcolm,11.753553,6.1584038308455575,139.24837380709607,1
2740,gael garcía,14.221484125,6.362799304491548,329.8909082332058,8
2741,gaelan connell,7.716606,6.120803785240254,-73.94506,1
2742,gage golightly,3.619167,6.101829274971248,193.9472014196447,1
2743,gaia weiss,25.020428,5.598777796236599,-12.457925714285714,1
2744,gail kim,1.088501,6.187940579017554,193.94716874247158,1
2745,gainey jack,9.176339,6.269603566861008,39.330955555555555,1
2746,gal gadot,155.790452,5.766136733479332,249.3040776,1
2747,gale sondergaard,1.280733,6.208757326505235,193.94716967083633,1
2748,galifianakis michelle,43.865294,6.202802651350105,225.81665230769232,1
2749,galifianakis will,1.75311,6.175705951515257,193.94718127802608,1
2750,galina tyunina,12.540624,6.22275019955757,661.9047619047618,1
2751,gallagher jr.,53.698683,6.623099844071216,621.9094733333334,1
2752,gallagher scottie,6.961736,6.254092325826788,-4.439305555555555,1
2753,gallo kerry,5.517597,6.227979244016915,177.64468647949226,1
2754,gamble kris,6.638389999999999,6.273508039111738,157.84972162162163,1
2755,gammon brad,6.908351,6.171649767703306,193.67115305978692,1
2756,ganesh acharya,1.294967,6.201570991926923,-98.80418173304999,1
2757,gant carlo,0.3644699999999999,6.201959441596336,193.94716784221825,1
2758,gao yuanyuan,4.793348,6.27662013705207,-11.229183333333333,1
2759,garai gabriel,6.6181490000000025,6.161322574748475,-29.896299999999997,1
2760,garance clavel,1.410387,6.2056897293081965,193.94717322697156,1
2761,garba touré,0.071349,6.206151523732196,-70.78160334263679,1
2762,garber jon,55.424027,6.899268681893403,180.08605333333335,1
2763,garcelle beauvais,1.903405,6.191494647525641,193.94717680367427,1
2764,garcía pérez,32.841229,6.380322456815416,863.5740698815184,1
2765,garcía robert,38.272889,6.999205115629637,205.081816,1
2766,gareth reeves,2.074295,6.204188791221893,176.1036014163583,1
2767,garette ratliff,9.705589,6.066471530708676,-74.47405454545455,1
2768,garikayi mutambirwa,19.045146,6.050530208630494,271.1921529411765,1
2769,garity william,24.353302,6.205669564676434,-9.824129333333333,1
2770,garner james,15.772081,6.233011184750542,98.28327999999999,1
2771,garner john,51.548589,6.472500110572796,55.04477083333333,1
2772,garner marla,25.316146,5.87842543389515,462.92863846153847,1
2773,garret dillahunt,9.9767775,6.206025298302668,99.48083085345823,2
2774,garrett hedlund,32.09238428571429,6.294654422882578,47.78883376664511,7
2775,garry shandling,13.20232,6.2012206336418885,145.37063813121463,3
2776,gary cole,18.805823666666665,6.274093749249076,198.37213933575003,3
2777,gary conway,5.061107,6.149012967645621,193.947188025201,1
2778,gary cooper,9.921737,6.375255185505809,594.918794790469,2
2779,gary farmer,2.304552,6.216075653112233,193.94717681027157,1
2780,gary grubbs,1.903405,6.191494647525641,193.94717680367427,1
2781,gary lockwood,86.201184,7.46093509175952,554.2857142857142,1
2782,gary oldman,47.178234,6.407516541790896,157.3209282013359,21
2783,gary sinise,31.598956800000003,6.404902156939556,240.34151967906737,10
2784,gary stretch,12.818441,6.332110950410106,193.94723371597092,1
2785,gary sweet,49.661984,6.202989567645296,168.18465612903225,1
2786,gaspard ulliel,14.8107875,6.278147296995412,129.51700351434795,2
2787,gastone moschin,8.429295,6.357574555176328,10.70400209403069,1
2788,gastón pauls,8.589355,6.358990233950571,104.19118315832863,1
2789,gattlin griffith,17.683563,6.316505004775787,12.6434,1
2790,gauger clifford,1.892183,6.193798574072319,-93.7753,1
2791,gautam belur,51.328145,7.047767672183809,407.51380416666666,1
2792,gavin rossdale,2.013405,6.201941025791858,193.9471723463427,1
2793,geena davis,25.775544500000002,6.369875212846194,126.33473644917584,4
2794,gellar adrian,5.336243,6.187479109335716,193.94717282310106,1
2795,gellar amber,13.906944,5.993447300407005,95.719195,1
2796,gellar david,4.799022,6.180146890171145,182.09653989573113,1
2797,gellar jamie,35.244037,6.159611244149491,618.1804208333333,1
2798,gellar jason,35.695442,6.0233238910927085,1734.74602,1
2799,gellar lisa,10.410933,6.062448224820224,-18.966429787234045,1
2800,gellar mako,18.39217,6.1560324383100635,181.20292647058824,1
2801,gellar ryan,23.449703,6.380322456815416,622.8781714285715,1
2802,gellar sean,5.696491,6.173924910564916,-26.68351666666667,1
2803,gemma arterton,34.840524499999994,6.008801194628179,175.97175109840381,6
2804,gemma chan,20.265518,6.3378672927161706,193.9474002043857,1
2805,gemma jones,23.888056000000002,6.250491802631758,609.5114765960893,2
2806,gemma-leah devereux,7.447713999999999,6.1503198348883865,-5.0,1
2807,gemmenne de,14.031377,6.162558066798012,-37.586124999999996,1
2808,gena rowlands,29.904075666666667,6.61442868790045,202.15797955037468,3
2809,gena shaw,0.133619,6.20500499186553,193.9471669499861,1
2810,gene hackman,20.451484368421053,6.348385926327622,308.36476486474095,19
2811,gene kelly,18.731087,6.536228454679568,81.63360337667642,2
2812,gene tierney,4.079111,6.2051510381173784,200.0,1
2813,gene wilder,27.74014133333333,6.723619559613354,2503.5592145909645,3
2814,genevieve bachman,1.883947,6.2339807705676895,57.44580685705165,1
2815,geno silva,19.854932,6.126961201408668,23.197016666666666,1
2816,geoff gustafson,1.444476,6.211804215381191,193.94716878350084,1
2817,geoff pierson,21.79471,6.381665734708295,50.060129004329006,3
2818,geoff stults,5.974156,6.153642698425213,-96.6768817204301,1
2819,geoffrey lewis,5.411243,6.225917749251656,-45.27715,1
2820,geoffrey rush,32.591741733333336,6.461935228857525,328.5088697334864,15
2821,george brent,1.933366,6.203647885411718,419.5899772209567,1
2822,george buck,29.852608,6.514165782151586,225.2232,1
2823,george c.,27.190027666666666,6.725138466611278,450.93096296296295,3
2824,george carlin,15.89683,6.185359643527025,159.94375472125202,3
2825,george clooney,39.522509,6.309599222408833,215.58764789697386,27
2826,george cole,6.0672120000000005,6.173901469254927,-73.66084680851064,1
2827,george dzundza,20.334629,6.462316053903448,196.95697169811322,1
2828,george gaynes,11.946898,5.901844667298485,-99.31935627195475,1
2829,george h.,11.414843,6.536636893840678,789.111825,1
2830,george hamilton,6.8641945,6.20220604633397,191.43027904708362,2
2831,george harris,12.152642,6.347956374869189,-7.4064276923076875,2
2832,george harrison,10.730056,6.358017447818175,2096.3692857142855,1
2833,george kennedy,22.22882733333333,6.251121586828783,216.13343400966187,3
2834,george lazenby,25.289665,6.295926461781234,1161.146046153846,1
2835,george lopez,12.25443,6.023775468187269,356.965859,2
2836,george p.,9.302349,6.156286935220443,255.37514,1
2837,george peppard,2.215261,6.177033659649525,-48.705882352941174,1
2838,george perez,10.731574,6.168887709535448,19.676862222222223,1
2839,george raft,39.30982,6.986902718752711,766.8972844615944,1
2840,george riddle,14.386807,6.067978921546523,-89.5472,1
2841,george sanders,9.631221,6.385181368957453,254.9192546583851,2
2842,george segal,3.844926,6.219840703229296,194.3389358558252,1
2843,george takei,14.414937,6.108485622271885,100.0,1
2844,george tokoro,21.2588065,6.522276276981245,271.88945681975184,2
2845,george w.,14.14592825,6.443242676670572,1444.9095173611113,4
2846,georgia groome,3.060685,6.216480859264334,193.947181281332,1
2847,georgia king,2.015525,6.183424446804564,193.94718038985724,1
2848,georgie henley,58.526656,6.38118563071617,242.09426056451613,2
2849,georgina cates,27.165222,6.125818064417652,912.2102466666666,1
2850,georgina cordova,0.165909,6.206525904413058,188.3289565757695,1
2851,georgina reilly,2.411995,6.234951911397445,-98.9289288745778,2
2852,geraghty brianna,4.442355,6.20704526786998,116.33888888888887,1
2853,gerald mcraney,47.862016,6.59437877750611,-25.337748148148147,1
2854,gerald r.,49.510658,7.0699765318747865,1551.2,1
2855,gerald s.,7.8214380000000014,6.2936972185888145,271.6443142857143,1
2856,geraldine chaplin,12.854853,6.434437356547831,916.8942090909092,1
2857,geraldine hughes,30.445257,6.336957693072964,548.83805,1
2858,geraldine james,6.138802,6.239567527484736,178.20127277083344,1
2859,geraldine somerville,11.693272,6.319803434755045,343.2022424242424,1
2860,gerard butler,32.44811264,6.286029709472829,151.04669358160848,25
2861,gerard crossan,7.330691000000002,6.25500022796241,-95.85617844889062,1
2862,gerard funk,6.978907,6.066813556837812,-77.27000000000001,1
2863,gerard hendrick,19.052179,6.536636893840678,12844.070625,1
2864,gerard mcsorley,9.583578,6.238832508063605,-90.76518823529412,1
2865,gerl korenc,0.061248,6.207102998518113,193.9471664848525,1
2866,germán alcarazu,1.233688,6.24095283591314,193.9471776966033,1
2867,gerrit graham,16.681567,6.114922865568879,175.10465384615387,1
2868,gershon juno,16.436177999999998,6.29163745860511,-63.34931,1
2869,gert fröbe,47.812466,6.688299092509837,4895.24248,1
2870,giacomo alan,11.360997,6.237096023475225,193.9472194325836,1
2871,giacomo ron,10.869492,6.281105466755092,80.81997839428256,1
2872,giamatti evan,20.317469,6.343196556858437,507.944488,1
2873,gian maria,38.771062,6.843489524802141,7150.0,1
2874,giancarlo esposito,58.120672500000005,6.280900640247179,235.89659286885245,2
2875,giancarlo giannini,6.340135,6.14876527662869,193.94721622736023,1
2876,gianni capaldi,1.906151,6.158796702084143,193.94717769518624,1
2877,giannini bruce,4.570043,6.143332046765943,-94.01355,1
2878,giant chris,44.533612,7.023369578644534,92.86133749999999,1
2879,gibson jeremy,6.335881,6.195751834502785,193.9471844751494,1
2880,gideon emery,3.280081,6.1606494028016,193.9471821884918,1
2881,gigandet julianne,22.863516,6.451857825904214,62.76322363636364,1
2882,gil bellows,12.061103666666668,6.117793296151859,309.3579842162905,3
2883,gilbert r.,20.333953,6.000448282643219,138.417978,1
2884,gilbert roland,0.6227520000000001,6.179540623437826,1000.0,1
2885,gilles lellouche,15.279020999999998,6.444521154854921,94.12588,1
2886,gillian anderson,19.551779999999997,6.235525572802255,236.05830095556743,6
2887,gillian jacobs,12.172131,6.236193348877714,139.67987777777776,1
2888,gina bellman,2.609057,6.182523555450128,-99.49078666666666,1
2889,gina carano,26.257951,6.010074116683304,45.09828695652174,1
2890,gina gershon,11.624461000000002,6.157160206079141,64.99270591516847,3
2891,gina holden,1.923514,6.1884721976098485,162.61975309752611,1
2892,gina lollobrigida,1.1074855000000001,6.206225394282988,202.0,2
2893,gina mckee,12.888797666666667,6.365945263288683,196.02648894211666,3
2894,gina montana,12.471239,6.371689780758801,1072.6525555555556,1
2895,gina philips,23.316208,6.163652684430812,492.17788999999993,1
2896,gina torres,24.962840999999997,6.503004629440712,9.815577972027972,2
2897,ginette reno,2.080741,6.191526207275081,-30.493537446313507,1
2898,ginger rogers,3.898498000000002,6.270753157297149,425.7799671592775,1
2899,ginnifer goodwin,24.804522000000002,6.395388295005157,318.50073821428566,2
2900,ginés garcía,0.072085,6.201941025791858,183.65456245915232,1
2901,gio perez,33.747825,5.889237553166948,240.0,1
2902,giovanni ribisi,27.545662375,6.2758003281615204,403.7972221588828,8
2903,girolamo vasilios,2.365328,6.2039974240323685,-67.16623333333334,1
2904,gish benjamin,19.439386,6.205772026688658,154.05936857142856,1
2905,giuffrè luigi,88.377076,7.508707304802898,400.0,1
2906,giuseppe andrews,5.7003330000000005,6.250143696906554,-35.12130769230769,1
2907,gladys cooper,0.90522,6.213556936684665,-20.10810810810811,1
2908,glass justin,20.495749,6.140436103906511,38.20014,1
2909,gleeson jayma,32.473628000000005,5.925596132631827,230.8896933333333,1
2910,glen hansard,19.052179,6.536636893840678,12844.070625,1
2911,glenda pannell,5.251143,6.242967706813494,193.94719159867287,1
2912,glenn anders,8.055083999999999,6.295195530766092,136.70789146720713,1
2913,glenn close,19.570346333333333,6.169061287757597,353.78658220710247,9
2914,glenn ford,3.370225,6.232711861807012,72.41379310344827,1
2915,glenn howerton,9.169411,6.17302484216418,-47.70454,1
2916,glenn hughes,6.5742850000000015,6.196190039133652,193.94717019331006,1
2917,glenn plummer,8.966088000000001,6.149384193494701,321.18337746031744,2
2918,glenne headly,7.177714600000002,6.158742166408805,173.26394865359958,5
2919,glickman austin,5.628399,6.112975324208984,193.9471812982918,1
2920,gloria foster,0.008453,6.208807273234352,193.94716697264508,1
2921,gloria votsis,3.280081,6.1606494028016,193.9471821884918,1
2922,glover billy,4.448353,6.185267089365672,193.94717413989292,1
2923,glover gary,27.934978000000005,6.081272613169965,63.20090857142857,1
2924,glover jennifer,55.806402,6.4216545205201285,61.426876666666665,1
2925,glover thomas,76.60323299999997,7.735960899346688,1905.840852631579,1
2926,glynn turman,0.269661,6.196365167244111,-55.72556980811378,1
2927,go soo-hee,17.074842999999998,6.509292497469799,5.173328441758344,1
2928,goldberg breckin,18.60049,6.138817124644476,78.12194583333333,1
2929,goldberg christina,1.963219,6.170522343784137,193.94717187027447,1
2930,goldberg ion,3.107371,6.2163931501293455,165.1168336011388,1
