,title,release_date,popularity,ROI,rating,orginal_title,renew,reboot
412,Teenage Mutant Ninja Turtles,1991.0,15.505137,212.0,6.120108721139625,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,,0.0
413,Teenage Mutant Ninja Turtles,1993.0,10.207065,100.0,6.042192262109026,Teenage Mutant Ninja Turtles III,,0.0
414,Teenage Mutant Ninja Turtles,2014.0,143.350376,281.76,5.91602421363064,Teenage Mutant Ninja Turtles,,1.0
415,Teenage Mutant Ninja Turtles,2016.0,39.873791,81.94359111111112,6.012451689737972,Teenage Mutant Ninja Turtles: Out of the Shadows,,1.0
416,Terminator,1984.0,74.23479300000002,1124.55,7.078421253658273,The Terminator,,0.0
417,Terminator,1991.0,101.74155,420.0,7.400604632558268,Terminator 2: Judgment Day,,0.0
419,Terminator,2003.0,69.405188,117.5,6.001053946583946,Terminator 3: Rise of the Machines,,0.0
421,Terminator,2009.0,71.862892,85.6765005,5.991848918714073,Terminator Salvation,,0.0
424,The Boondock Saints,1999.0,34.917447,-99.49215,6.647623344696628,The Boondock Saints,,0.0
425,The Boondock Saints,2009.0,13.517017,32.8665125,6.146121473258992,The Boondock Saints II: All Saints Day,,0.0
426,The Chronicles of Narnia,2005.0,67.391328,316.003865,6.559381693787045,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",,0.0
427,The Chronicles of Narnia,2008.0,53.978602,86.51173911111111,6.263681063971097,The Chronicles of Narnia: Prince Caspian,,0.0
429,The Chronicles of Narnia,2010.0,49.661984,168.18465612903225,6.202989567645296,The Chronicles of Narnia: The Voyage of the Dawn Treader,,0.0
430,The Conjuring,2013.0,49.975409,2346.1549307692308,7.097649746847547,The Conjuring,,0.0
431,The Conjuring,2016.0,68.794673,700.42502,6.722462571337958,The Conjuring 2,,0.0
432,The Dark Knight,2008.0,187.322927,443.00456432432435,8.012329827916632,The Dark Knight,,0.0
433,The Dark Knight,2012.0,112.31295,333.97563959999997,7.456012726609151,The Dark Knight Rises,,0.0
434,The Expendables,2010.0,77.58066099999998,243.0879925,6.054744781549934,The Expendables,,0.0
435,The Expendables,2012.0,53.73289200000001,212.573423,6.128551761642813,The Expendables 2,,0.0
437,The Expendables,2014.0,61.025639,129.08060444444445,6.139601142862052,The Expendables 3,,0.0
440,The Godfather,1972.0,143.659698,3984.4401833333336,8.06839482233077,The Godfather,,0.0
441,The Godfather,1974.0,105.792936,265.71416153846155,7.7992400299549995,The Godfather: Part II,,0.0
443,The Godfather,1990.0,59.194915,153.27048518518518,6.738931144623473,The Godfather: Part III,,0.0
444,The Grudge,2004.0,35.695442,1734.74602,6.0233238910927085,The Grudge,,0.0
445,The Grudge,2006.0,13.906944,95.719195,5.993447300407005,The Grudge 2,,0.0
446,The Hangover,2009.0,82.21166,1212.2017685714286,7.055692267955494,The Hangover,,0.0
447,The Hangover,2011.0,58.040149,218.0699825,6.201600595415021,The Hangover Part II,,0.0
448,The Hills Have Eyes,2006.0,35.107857,364.1580866666667,6.164196724468683,The Hills Have Eyes,,0.0
449,The Hills Have Eyes,2007.0,17.141376,188.32934568610975,5.9549359396449235,The Hills Have Eyes 2,,0.0
450,The Hobbit,2012.0,108.849621,308.4414272,6.910951669139032,The Hobbit: An Unexpected Journey,,0.0
451,The Hobbit,2013.0,94.370564,283.36,7.337650744786963,The Hobbit: The Desolation of Smaug,,0.0
453,The Hobbit,2014.0,120.965743,282.4079152,6.9386687179763396,The Hobbit: The Battle of the Five Armies,,0.0
454,The Hunger Games,2012.0,68.550698,821.614256,6.83076299394979,The Hunger Games,,0.0
455,The Hunger Games,2013.0,76.310119,551.8641938461539,7.234017925969853,The Hunger Games: Catching Fire,,0.0
457,The Hunger Games,2014.0,198.372395,501.6801832,6.537845229340147,The Hunger Games: Mockingjay - Part 1,,0.0
459,The Hunger Games,2015.0,127.284427,308.392663125,6.5180900380299045,The Hunger Games: Mockingjay - Part 2,,0.0
460,The Last Exorcism,2010.0,14.838985999999998,3663.227222222222,6.062746916866863,The Last Exorcism,,0.0
461,The Last Exorcism,2013.0,10.605752,203.58603999999997,5.914497407376327,The Last Exorcism Part II,,0.0
462,The Lord of the Rings,2001.0,138.049577,836.9552301075269,7.8070389801581275,The Lord of the Rings: The Fellowship of the Ring,,0.0
463,The Lord of the Rings,2002.0,106.914973,1072.5156962025317,7.779508639035087,The Lord of the Rings: The Two Towers,,0.0
465,The Lord of the Rings,2003.0,123.630332,1090.3074244680852,7.8819470321969,The Lord of the Rings: The Return of the King,,0.0
466,The Mummy,2001.0,41.862983,341.85027959183674,6.066850507199797,The Mummy Returns,,0.0
467,The Mummy,2008.0,60.034162,176.64044068965518,5.634002975561156,The Mummy: Tomb of the Dragon Emperor,,0.0
468,The Naked Gun,1991.0,27.33256,277.9583086956522,6.341644894387555,The Naked Gun 2½: The Smell of Fear,,0.0
469,The Naked Gun,1994.0,28.624038,70.44199333333333,6.238042808047446,The Naked Gun 33⅓: The Final Insult,,0.0
470,The Princess Diaries,2001.0,40.176265,346.8517648648649,6.351743970787524,The Princess Diaries,,0.0
471,The Princess Diaries,2004.0,30.002907,137.8735875,6.124593732937916,The Princess Diaries 2: Royal Engagement,,0.0
472,The Purge,2013.0,54.40303299999999,2877.6209000000003,6.062583453548746,The Purge,,0.0
473,The Purge,2014.0,82.975841,1108.6983,6.462738099681271,The Purge: Anarchy,,0.0
475,The Purge,2016.0,53.727146,1085.8788,6.147820565128411,The Purge: Election Year,,0.0
476,The Santa Clause,1994.0,16.234053,762.8788954545454,6.2367545493453775,The Santa Clause,,0.0
477,The Santa Clause,2002.0,14.646884,165.93086923076922,6.051347625421335,The Santa Clause 2,,0.0
478,The Smurfs,2011.0,36.65422,412.4993845454545,5.833183154527832,The Smurfs,,0.0
479,The Smurfs,2013.0,32.473628000000005,230.8896933333333,5.925596132631827,The Smurfs 2,,0.0
480,The Toxic Avenger,1984.0,6.672008,193.94721666060786,6.216307180948012,The Toxic Avenger,,0.0
481,The Toxic Avenger,1989.0,1.7913310000000002,193.9471835290122,6.174807393427491,The Toxic Avenger Part II,,0.0
482,The Twilight Saga,2009.0,94.815867,1319.654924,5.78292175887623,The Twilight Saga: New Moon,,0.0
483,The Twilight Saga,2010.0,107.069763,927.1931573529411,5.927623172617887,The Twilight Saga: Eclipse,,0.0
485,The Twilight Saga,2012.0,99.687084,590.8333333333334,6.131269844974337,The Twilight Saga: Breaking Dawn - Part 2,,0.0
486,The Visitors,1993.0,8.893676,193.94735404120132,6.462357313906488,The Visitors,,0.0
487,The Visitors,1998.0,12.283025,193.94726506387613,6.136479348105852,The Visitors II: The Corridors of Time,,0.0
488,The X Files,1998.0,18.59991,186.6641106060606,6.331901984032859,The X Files,,0.0
489,The X Files,2008.0,25.454549,127.89811333333334,5.972133026981905,The X Files: I Want to Believe,,0.0
490,Thor,2011.0,86.493424,199.55107866666665,6.545566369827398,Thor,,0.0
491,Thor,2013.0,99.499595,279.1596482352941,6.6927933249685685,Thor: The Dark World,,0.0
492,Toy Story,1995.0,73.640445,1145.18011,7.451964749397458,Toy Story,,0.0
493,Toy Story,1999.0,73.575118,452.6298544444445,7.063728429045003,Toy Story 2,,0.0
495,Toy Story,2010.0,59.99541800000001,433.4848515,7.341042190799103,Toy Story 3,,0.0
496,Transformers,2007.0,25.468493,373.13985333333335,6.51899120853488,Transformers,,0.0
497,Transformers,2009.0,21.939663,457.53148533333336,6.051973555740815,Transformers: Revenge of the Fallen,,0.0
499,Transformers,2011.0,28.529607,476.2805107692308,6.125906013208217,Transformers: Dark of the Moon,,0.0
501,Transformers,2014.0,116.840296,419.71671285714285,5.903176176463821,Transformers: Age of Extinction,,0.0
502,Transporter,2002.0,34.433521,109.18539047619046,6.449622629993631,The Transporter,,0.0
503,Transporter,2005.0,47.5612,166.148871875,6.203631099688554,Transporter 2,,0.0
505,Transporter,2015.0,25.002715,190.51868000000002,5.857343226502509,The Transporter Refueled,,0.0
506,Underworld,2003.0,81.829237,335.0384409090909,6.484240665761521,Underworld,,0.0
507,Underworld,2006.0,49.020045,122.681602,6.321514837642567,Underworld: Evolution,,0.0
509,Underworld,2009.0,51.927471,161.01000285714287,6.203093321808934,Underworld: Rise of the Lycans,,0.0
511,Underworld,2012.0,58.40120400000001,128.73238714285716,6.138689990193178,Underworld: Awakening,,0.0
512,VeggieTales,2002.0,1.446172,193.94717589666425,6.211254898733711,Jonah: A VeggieTales Movie,,0.0
513,VeggieTales,2008.0,1.8001189999999998,193.94717724276978,6.200153722272129,VeggieTales: The Pirates Who Don't Do Anything,,0.0
514,Wall Street,1987.0,24.898687,192.32046,6.478486999650713,Wall Street,,0.0
515,Wall Street,2010.0,23.25645,92.49717285714286,6.077164777344484,Wall Street: Money Never Sleeps,,0.0
516,Warlock,1989.0,9.887662,177.64480353913999,6.173506769818811,Warlock,,0.0
517,Warlock,1993.0,3.107149,193.94718309426148,6.172118797281745,Warlock: The Armageddon,,0.0
518,White Noise,2005.0,14.447723000000002,811.9641899999999,6.0863960728013256,White Noise,,0.0
519,White Noise,2007.0,6.814247,193.94720191054353,6.164305532250033,White Noise 2: The Light,,0.0
520,X-Men,2000.0,4.66891,295.11936933333334,6.679087866998745,X-Men,,0.0
521,X-Men,2006.0,3.857526,118.74264523809524,6.278724645124052,X-Men: The Last Stand,,0.0
523,X-Men,2009.0,5.954333999999999,148.708576,6.201511585770566,X-Men Origins: Wolverine,,0.0
524,X-Men,2011.0,3.195174,121.0150775,6.949569130387183,X-Men: First Class,,2.0
525,X-Men,2014.0,118.078691,199.14511,7.308340193651869,X-Men: Days of Future Past,,2.0
527,X-Men,2016.0,139.272042,205.58134101123596,6.364939395502087,X-Men: Apocalypse,,2.0
528,Zoolander,2001.0,38.0958,117.07493214285714,6.147199518828042,Zoolander,,0.0
529,Zoolander,2016.0,37.253774,11.938,5.556884272573112,Zoolander 2,,0.0
530,xXx,2002.0,46.217769,296.3548314285714,5.972863884980816,xXx,,0.0
531,xXx,2005.0,36.689223,18.456553333333332,5.689784397399961,xXx: State of the Union,,0.0
